"id","pId","name","jenjang_id","kualifikasi_id","url","open","aktif","kelas_jab"
"3","0","Jabatan Pelaksana",\N,\N,\N,"true","Y","0"
"31","3","Administrasi",\N,\N,\N,\N,"N","0"
"3110","31","Penerima",\N,\N,\N,\N,"N","0"
"3111","31","Pengadministrasi",\N,\N,\N,\N,"N","0"
"3117","31","Penyusun",\N,\N,\N,\N,"N","0"
"32","3","Operasional",\N,\N,\N,\N,"N","0"
"3210","32","Operator",\N,\N,\N,\N,"N","0"
"3211","32","Pekerja",\N,\N,\N,\N,"N","0"
"3214","32","Petugas",\N,\N,\N,\N,"N","0"
"33","3","Pelayanan",\N,\N,\N,\N,"N","0"
"3303","33","Caraka",\N,\N,\N,\N,"N","0"
"3304","33","Fasilitator",\N,\N,\N,\N,"N","7"
"3305","33","Juru",\N,\N,\N,\N,"N","3"
"3306","33","Konselor",\N,\N,\N,\N,"N","0"
"3308","33","Pemandu",\N,\N,\N,\N,"N","5"
"3309","33","Pengemudi",\N,\N,\N,\N,"N","0"
"3310","33","Penyiap",\N,\N,\N,\N,"N","0"
"3311","33","Pramu",\N,\N,\N,\N,"N","0"
"3315","33","Sekretaris",\N,\N,\N,\N,"N","0"
"34","3","Teknis",\N,\N,\N,\N,"N","0"
"3401","34","Analis",\N,\N,\N,\N,"N","0"
"3403","34","Bendaharawan",\N,\N,\N,\N,"N","0"
"3405","34","Kurator",\N,\N,\N,\N,"N","7"
"3407","34","Pembuat",\N,\N,\N,\N,"N","0"
"3408","34","Pemelihara",\N,\N,\N,\N,"N","3"
"3409","34","Pemeriksa",\N,\N,\N,\N,"N","7"
"3410","34","Pemroses",\N,\N,\N,\N,"N","0"
"3412","34","Penaksir",\N,\N,\N,\N,"N","0"
"3413","34","Penata",\N,\N,\N,\N,"N","0"
"3414","34","Penelaah",\N,\N,\N,\N,"N","0"
"3415","34","Pengamat",\N,\N,\N,\N,"N","0"
"3416","34","Pengambil Sampel",\N,\N,\N,\N,"N","0"
"3417","34","Pengarah",\N,\N,\N,\N,"N","0"
"3418","34","Pengatur",\N,\N,\N,\N,"N","0"
"3419","34","Pengawas",\N,\N,\N,\N,"N","0"
"3420","34","Pengelola",\N,\N,\N,\N,"N","0"
"3421","34","Pengembang",\N,\N,\N,\N,"N","0"
"3422","34","Pengendali",\N,\N,\N,\N,"N","0"
"3423","34","Pengevaluasi",\N,\N,\N,\N,"N","0"
"3426","34","Pengkaji",\N,\N,\N,\N,"N","0"
"3427","34","Pengolah",\N,\N,\N,\N,"N","6"
"3428","34","Pengonsep",\N,\N,\N,\N,"N","0"
"3429","34","Penguji",\N,\N,\N,\N,"N","0"
"3433","34","Penyidik",\N,\N,\N,\N,"N","0"
"3436","34","Penyuluh",\N,\N,\N,\N,"N","0"
"3438","34","Perancang",\N,\N,\N,\N,"N","0"
"3439","34","Perumus",\N,\N,\N,\N,"N","0"
"3440","34","Pranata",\N,\N,\N,\N,"N","0"
"3441","34","Teknisi",\N,\N,\N,\N,"N","5"
"3442","34","Verifikator",\N,\N,\N,\N,"N","0"
"3110001","3110","Penerima Sampel Pengujian",\N,\N,\N,\N,"N","0"
"3111001","3111","Administrator Pelayanan Pkb Dan Bbnkb",\N,\N,\N,\N,"N","0"
"3111002","3111","Pengadministrasi Barang",\N,\N,\N,\N,"N","0"
"3111003","3111","Pengadministrasi Gudang",\N,\N,\N,\N,"N","0"
"3111004","3111","Pengadministrasi Kebandarudaraan ",\N,\N,\N,\N,"N","0"
"3111005","3111","Pengadministrasi Kepegawaian",\N,\N,\N,\N,"N","0"
"3111006","3111","Pengadministrasi Keuangan",\N,\N,\N,\N,"N","0"
"3111007","3111","Pengadministrasi Layanan Perpustakaan",\N,\N,\N,\N,"N","0"
"3111008","3111","Pengadministrasi Museum dan Keperbukalaan",\N,\N,\N,\N,"N","0"
"3111009","3111","Pengadministrasi Pajak",\N,\N,\N,\N,"N","0"
"3111010","3111","Pengadministrasi Pelabuhan",\N,\N,\N,\N,"N","0"
"3111011","3111","Pengadministrasi Pelayanan",\N,\N,\N,\N,"N","0"
"3111012","3111","Pengadministrasi Perpustakaan ",\N,\N,\N,\N,"N","0"
"3111013","3111","Pengadministrasi Rekam Medik",\N,\N,\N,\N,"N","0"
"3111014","3111","Pengadministrasi Retribusi",\N,\N,\N,\N,"N","0"
"3111015","3111","Pengadministrasi Teknik Bina Marga",\N,\N,\N,\N,"N","0"
"3111016","3111","Pengadministrasi Teknik Pengairan",\N,\N,\N,\N,"N","0"
"3111017","3111","Pengadministrasi Teknik Perikanan",\N,\N,\N,\N,"N","0"
"3111018","3111","Pengadministrasi Teknik Perkebunan",\N,\N,\N,\N,"N","0"
"3111019","3111","Pengadministrasi Teknis",\N,\N,\N,\N,"N","0"
"3111020","3111","Pengadministrasi Teknis Bahan Pustaka",\N,\N,\N,\N,"N","0"
"3111021","3111","Pengadministrasi Teknis Cipta Karya ",\N,\N,\N,\N,"N","0"
"3111022","3111","Pengadministrasi Teknis Industri dan Perdagangan",\N,\N,\N,\N,"N","0"
"3111023","3111","Pengadministrasi Teknis Lingkungan Hidup",\N,\N,\N,\N,"N","0"
"3111024","3111","Pengadministrasi Teknis Metrologi",\N,\N,\N,\N,"N","0"
"3111025","3111","Pengadministrasi Teknis Perhubungan dan LLAJ ",\N,\N,\N,\N,"N","0"
"3111026","3111","Pengadministrasi Teknis Sosial",\N,\N,\N,\N,"N","0"
"3111027","3111","Pengadministrasi Umum",\N,\N,\N,\N,"N","0"
"3117001","3117","Penyusun Abstraksi Hukum",\N,\N,\N,\N,"N","0"
"3117002","3117","Penyusun Bahan Akreditasi dan Perijinan Lembaga Latihan",\N,\N,\N,\N,"N","0"
"3117003","3117","Penyusun Bahan Bimbingan dan Keselamatan Lalu Lintas ",\N,\N,\N,\N,"N","0"
"3117004","3117","Penyusun Bahan Bimbingan Teknis dan Kelembagaan ",\N,\N,\N,\N,"N","0"
"3117005","3117","Penyusun Bahan Evaluasi dan Laporan",\N,\N,\N,\N,"N","0"
"3117006","3117","Penyusun Bahan Evaluasi Penanaman Modal",\N,\N,\N,\N,"N","0"
"3117007","3117","Penyusun Bahan Fasiltiasi Perfilman",\N,\N,\N,\N,"N","0"
"3117008","3117","Penyusun Bahan Informasi dan Promosi",\N,\N,\N,\N,"N","0"
"3117009","3117","Penyusun Bahan Informasi Kependudukan",\N,\N,\N,\N,"N","0"
"3117010","3117","Penyusun Bahan Informasi Pasar Kerja",\N,\N,\N,\N,"N","0"
"3117011","3117","Penyusun Bahan kelembagaan Pengarusutamaan Gender dan Pengarusutamaan Anak",\N,\N,\N,\N,"N","0"
"3117012","3117","Penyusun Bahan Kelembagaan Petani Perkebunan",\N,\N,\N,\N,"N","0"
"3117013","3117","Penyusun Bahan Kependudukan dan Catatan Sipil",\N,\N,\N,\N,"N","0"
"3117014","3117","Penyusun Bahan Kerjasama",\N,\N,\N,\N,"N","0"
"3117015","3117","Penyusun Bahan Kesejahteraan Pegawai",\N,\N,\N,\N,"N","0"
"3117016","3117","Penyusun Bahan Modul Pembelajaran ",\N,\N,\N,\N,"N","0"
"3117017","3117","Penyusun Bahan Pelatihan",\N,\N,\N,\N,"N","0"
"3117018","3117","Penyusun Bahan Pembahasan Rancangan Produk Hukum Daerah",\N,\N,\N,\N,"N","0"
"3117019","3117","Penyusun Bahan Pembinaan dan Pemantauan Penempatan TKI",\N,\N,\N,\N,"N","0"
"3117020","3117","Penyusun Bahan Pembinaan dan Pengembangan Instruktur",\N,\N,\N,\N,"N","0"
"3117021","3117","Penyusun Bahan Pembinaan Kelembagaan Hubungan Industrial",\N,\N,\N,\N,"N","0"
"3117022","3117","Penyusun Bahan Pembinaan Lembaga Bursa Tenaga Kerja",\N,\N,\N,\N,"N","0"
"3117023","3117","Penyusun Bahan Pembinaan Pegawai",\N,\N,\N,\N,"N","0"
"3117024","3117","Penyusun Bahan Pembinaan Perluasan Kerja",\N,\N,\N,\N,"N","0"
"3117025","3117","Penyusun Bahan Pembinaan Produktivitas Tenaga Kerja",\N,\N,\N,\N,"N","0"
"3117026","3117","Penyusun Bahan Pembinaan Teknis Perencanaan ",\N,\N,\N,\N,"N","0"
"3117027","3117","Penyusun Bahan Penelitian dan Pengembangan ",\N,\N,\N,\N,"N","0"
"3117028","3117","Penyusun Bahan Pengembangan produk Ekonomi Kreatif",\N,\N,\N,\N,"N","0"
"3117029","3117","Penyusun Bahan Pengembangan SDM Ekonomi Kreatif",\N,\N,\N,\N,"N","0"
"3117030","3117","Penyusun Bahan Pengembangan Sistem Manajemen mutu Diklat",\N,\N,\N,\N,"N","0"
"3117031","3117","Penyusun Bahan Pengembangan TIK",\N,\N,\N,\N,"N","0"
"3117032","3117","Penyusun Bahan Peran Serta Perempuan",\N,\N,\N,\N,"N","0"
"3117033","3117","Penyusun Bahan Promosi dan Pelatihan",\N,\N,\N,\N,"N","0"
"3117034","3117","Penyusun Bahan Promosi Penanaman Modal",\N,\N,\N,\N,"N","0"
"3117035","3117","Penyusun Bahan Publikasi dan Promosi",\N,\N,\N,\N,"N","0"
"3117036","3117","Penyusun Bahan Rancangan kebijakan Penanaman Modal",\N,\N,\N,\N,"N","0"
"3117037","3117","Penyusun Bahan Reparasi dan Bimbingan Edukasi",\N,\N,\N,\N,"N","0"
"3117038","3117","Penyusun Bahan Sistem Pembelajaran",\N,\N,\N,\N,"N","0"
"3117039","3117","Penyusun Bahan Teknis Lingkungan Hidup",\N,\N,\N,\N,"N","0"
"3117040","3117","Penyusun Bezzeting Dan Formasi Pegawai",\N,\N,\N,\N,"N","0"
"3117041","3117","Penyusun Desain Produk Industri",\N,\N,\N,\N,"N","0"
"3117042","3117","Penyusun Dokumentasi Sejarah dan Nilai Budaya ",\N,\N,\N,\N,"N","0"
"3117043","3117","Penyusun Evaluasi dan Pelaporan Diklat ",\N,\N,\N,\N,"N","0"
"3117044","3117","Penyusun Informasi dan Publikasi",\N,\N,\N,\N,"N","0"
"3117045","3117","Penyusun Kegiatan Bantuan dan Perlindungan Sosial ",\N,\N,\N,\N,"N","0"
"3117046","3117","Penyusun Kegiatan Pelayanan dan Rehabilitasi Sosial",\N,\N,\N,\N,"N","0"
"3117047","3117","Penyusun Kegiatan Pemberdayaan Sosial",\N,\N,\N,\N,"N","0"
"3117048","3117","Penyusun Kegiatan Pengembangan Usaha Kesejahteraan Sosial",\N,\N,\N,\N,"N","0"
"3117049","3117","Penyusun Kerjasama Penanaman Modal",\N,\N,\N,\N,"N","0"
"3117050","3117","Penyusun Konsep",\N,\N,\N,\N,"N","0"
"3117051","3117","Penyusun Kurikulum dan Pengajaran ",\N,\N,\N,\N,"N","0"
"3117052","3117","Penyusun Laporan Penanaman Modal",\N,\N,\N,\N,"N","0"
"3117053","3117","Penyusun Media Informasi",\N,\N,\N,\N,"N","0"
"3117054","3117","Penyusun Naskah Sosialisasi Hukum",\N,\N,\N,\N,"N","0"
"3117055","3117","Penyusun Pedoman Teknis Kegiatan Kesenian",\N,\N,\N,\N,"N","0"
"3117056","3117","Penyusun Penelitian dan Pengembangan ",\N,\N,\N,\N,"N","0"
"3117057","3117","Penyusun Pengembangan dan Pemasaran",\N,\N,\N,\N,"N","0"
"3117058","3117","Penyusun Pengendalian dan Operasi Lapangan",\N,\N,\N,\N,"N","0"
"3117059","3117","Penyusun Peta Daerah Rawan Bencana",\N,\N,\N,\N,"N","0"
"3117060","3117","Penyusun Petunjuk Teknis Air Bersih Penyehatan Lingkungan Permukiman ",\N,\N,\N,\N,"N","0"
"3117061","3117","Penyusun Petunjuk Teknis Perumahan ",\N,\N,\N,\N,"N","0"
"3117062","3117","Penyusun Program dan  Anggaran",\N,\N,\N,\N,"N","0"
"3117063","3117","Penyusun Program Pelatihan",\N,\N,\N,\N,"N","0"
"3117064","3117","Penyusun Program Pelatihan Pegawai",\N,\N,\N,\N,"N","0"
"3117065","3117","Penyusun Program Pemberdayaan\
Perempuan dan Keluarga Berencana",\N,\N,\N,\N,"N","0"
"3117066","3117","Penyusun Program Penataan Dan Pemberdayaan Penduduk",\N,\N,\N,\N,"N","0"
"3117067","3117","Penyusun Program Pengembangan Pegawai",\N,\N,\N,\N,"N","0"
"3117068","3117","Penyusun Program Pengendalian Pertumbuhan Penduduk",\N,\N,\N,\N,"N","0"
"3117069","3117","Penyusun Program Penyelenggaraan Diklat ",\N,\N,\N,\N,"N","0"
"3117070","3117","Penyusun Rencana Kegiatan Pendidikan Pelatihan Ekspor ",\N,\N,\N,\N,"N","0"
"3117071","3117","Penyusun Rencana Kegiatan Promosi Ekspor ",\N,\N,\N,\N,"N","0"
"3117072","3117","Penyusun Rencana Kerjasama Dan Pemberdayaan Masyarakat",\N,\N,\N,\N,"N","0"
"3117073","3117","Penyusun Rencana Makro Kehutanan ",\N,\N,\N,\N,"N","0"
"3117074","3117","Penyusun Rencana Pembinaan Angkutan Penumpang ",\N,\N,\N,\N,"N","0"
"3117075","3117","Penyusun Rencana Tata Teknis Pengairan",\N,\N,\N,\N,"N","0"
"3210001","3210","Operator Alat Berat",\N,\N,\N,\N,"N","0"
"3210002","3210","Operator Audio Visual",\N,\N,\N,\N,"N","0"
"3210003","3210","Operator Mesin Industri",\N,\N,\N,\N,"N","0"
"3210004","3210","Operator Mesin Pengolah Kayu ",\N,\N,\N,\N,"N","0"
"3210005","3210","Operator Mesin Penyamakan Kulit ",\N,\N,\N,\N,"N","0"
"3210006","3210","Operator Pengolah Air limbah",\N,\N,\N,\N,"N","0"
"3210007","3210","Operator Sandi",\N,\N,\N,\N,"N","0"
"3210008","3210","Operator Self Loader",\N,\N,\N,\N,"N","0"
"3210009","3210","Operator Sistem Jaringan Samsat",\N,\N,\N,\N,"N","0"
"3211001","3211","Pekarya Kesehatan",\N,\N,\N,\N,"N","0"
"3211002","3211","Pekarya Pengairan",\N,\N,\N,\N,"N","0"
"3211003","3211","Pekarya Umum",\N,\N,\N,\N,"N","0"
"3211004","3211","Pekerja Jalan",\N,\N,\N,\N,"N","0"
"3214001","3214","Pemulasaran Jenasah",\N,\N,\N,\N,"N","0"
"3214002","3214","Penjaga Tugu Batas",\N,\N,\N,\N,"N","0"
"3214003","3214","Petugas Asuransi dan Pemberdayaan TKI",\N,\N,\N,\N,"N","0"
"3214004","3214","Petugas Bengkel Pendidikan Kejuruan ",\N,\N,\N,\N,"N","0"
"3214005","3214","Petugas Bimbingan Kerohanian",\N,\N,\N,\N,"N","0"
"3214006","3214","Petugas Diklat ",\N,\N,\N,\N,"N","0"
"3214007","3214","Petugas Fasilitator Tata Ruang ",\N,\N,\N,\N,"N","0"
"3214008","3214","Petugas Fumigasi",\N,\N,\N,\N,"N","0"
"3214009","3214","Petugas Gudang ",\N,\N,\N,\N,"N","0"
"3214010","3214","Petugas Gudang Logistik Bencana",\N,\N,\N,\N,"N","0"
"3214011","3214","Petugas Higienis dan Sanitasi ",\N,\N,\N,\N,"N","0"
"3214012","3214","Petugas Humas",\N,\N,\N,\N,"N","0"
"3214013","3214","Petugas Inteljen Pol PP",\N,\N,\N,\N,"N","0"
"3214014","3214","Petugas Jasa Kebandarudaraan",\N,\N,\N,\N,"N","0"
"3214015","3214","Petugas Jurnal ",\N,\N,\N,\N,"N","0"
"3214016","3214","Petugas Kasir",\N,\N,\N,\N,"N","0"
"3214017","3214","Petugas Keamanan",\N,\N,\N,\N,"N","0"
"3214018","3214","Petugas Kegiatan Acara",\N,\N,\N,\N,"N","0"
"3214019","3214","Petugas Keprotokolan",\N,\N,\N,\N,"N","0"
"3214020","3214","Petugas kesehatan",\N,\N,\N,\N,"N","0"
"3214021","3214","Petugas Kesyahbandaran",\N,\N,\N,\N,"N","0"
"3214022","3214","Petugas Laboratorium Industri",\N,\N,\N,\N,"N","0"
"3214023","3214","Petugas Laboratorium Pengujian Mutu Hasil Perikanan",\N,\N,\N,\N,"N","0"
"3214024","3214","Petugas Laboratorium Pertanian ",\N,\N,\N,\N,"N","0"
"3214025","3214","Petugas Laboratorium Tenaga Kerja",\N,\N,\N,\N,"N","0"
"3214026","3214","Petugas Laundry",\N,\N,\N,\N,"N","0"
"3214027","3214","Petugas Layanan Bimbingan dan Konseling TKI",\N,\N,\N,\N,"N","0"
"3214028","3214","Petugas Layanan Bimbingan dan Pencegahan dan Penghapusan Kekerasan",\N,\N,\N,\N,"N","0"
"3214029","3214","Petugas Layanan Bimbingan Teknis ",\N,\N,\N,\N,"N","0"
"3214030","3214","Petugas Layanan Informasi Bandara",\N,\N,\N,\N,"N","0"
"3214031","3214","Petugas Layanan Operasional Pajak",\N,\N,\N,\N,"N","0"
"3214032","3214","Petugas Layanan Transmigrasi",\N,\N,\N,\N,"N","0"
"3214033","3214","Petugas Limbah",\N,\N,\N,\N,"N","0"
"3214034","3214","Petugas listrik dan mekanik Bendung",\N,\N,\N,\N,"N","0"
"3214035","3214","Petugas Monitoring Lalu Lintas Angkutan Barang",\N,\N,\N,\N,"N","0"
"3214036","3214","Petugas Monitoring Lalu Lintas dan Angkutan Jalan ",\N,\N,\N,\N,"N","0"
"3214037","3214","Petugas Operasional Lalu Lintas",\N,\N,\N,\N,"N","0"
"3214038","3214","Petugas Otomasi Perpustakaan",\N,\N,\N,\N,"N","0"
"3214039","3214","Petugas Pelayanan Informasi",\N,\N,\N,\N,"N","0"
"3214040","3214","Petugas Pelayanan Surat Keterangan Fiskal ",\N,\N,\N,\N,"N","0"
"3214041","3214","Petugas Pembinaan dan Pengembangan Industri",\N,\N,\N,\N,"N","0"
"3214042","3214","Petugas Pemeliharaan",\N,\N,\N,\N,"N","0"
"3214043","3214","Petugas Penagihan",\N,\N,\N,\N,"N","0"
"3214044","3214","Petugas Pendataan Dan Penetapan Obyek Pajak Dan Retribusi",\N,\N,\N,\N,"N","0"
"3214045","3214","Petugas Penetapan Pajak",\N,\N,\N,\N,"N","0"
"3214046","3214","Petugas Pengamanan dan Pengawalan",\N,\N,\N,\N,"N","0"
"3214047","3214","Petugas Pengambil Contoh",\N,\N,\N,\N,"N","0"
"3214048","3214","Petugas Pengawas Obat Hewan",\N,\N,\N,\N,"N","0"
"3214049","3214","Petugas Pengelola Limbah",\N,\N,\N,\N,"N","0"
"3214050","3214","Petugas Pengembangan Seni Budaya",\N,\N,\N,\N,"N","0"
"3214051","3214","Petugas Penyuluh Industri Kulit",\N,\N,\N,\N,"N","0"
"3214052","3214","Petugas Penyusutan dan Pemeliharaan Arsip",\N,\N,\N,\N,"N","0"
"3214053","3214","Petugas Perawatan dan Pemeliharaan Fasilitas Penunjang Bandar Udara",\N,\N,\N,\N,"N","0"
"3214054","3214","Petugas Perpustakaan",\N,\N,\N,\N,"N","0"
"3214055","3214","Petugas Pintu Air",\N,\N,\N,\N,"N","0"
"3214056","3214","Petugas Posko Penanggulangan Bencana",\N,\N,\N,\N,"N","0"
"3214057","3214","Petugas Prasarana Lalu Lintas Jalan",\N,\N,\N,\N,"N","0"
"3214058","3214","Petugas Produksi Media Pendidikan ",\N,\N,\N,\N,"N","0"
"3214059","3214","Petugas Protokol",\N,\N,\N,\N,"N","0"
"3214060","3214","Petugas Sarana Bimbingan dan Pembinaan Lanjut",\N,\N,\N,\N,"N","0"
"3214061","3214","Petugas Sarana dan Prasarana",\N,\N,\N,\N,"N","0"
"3214062","3214","Petugas Sarana dan Prasarana Kesenian ",\N,\N,\N,\N,"N","0"
"3214063","3214","Petugas Sarana dan Prasarana Pelayanan TIK ",\N,\N,\N,\N,"N","0"
"3214064","3214","Petugas Sarana Keterampilan",\N,\N,\N,\N,"N","0"
"3214065","3214","Petugas Sarana Pelayanan dan Rehabilitasi Sosial",\N,\N,\N,\N,"N","0"
"3214066","3214","Petugas Sarana Pendidikan",\N,\N,\N,\N,"N","0"
"3214067","3214","Petugas Sarana Pengembangan Potensi ",\N,\N,\N,\N,"N","0"
"3214068","3214","Petugas Sarana Penyaluran dan Pembinaan Lanjut ",\N,\N,\N,\N,"N","0"
"3214069","3214","Petugas Siaran ",\N,\N,\N,\N,"N","0"
"3214070","3214","Petugas Standarisasi dan Sertifikasi",\N,\N,\N,\N,"N","0"
"3214071","3214","Petugas Sterillisasi",\N,\N,\N,\N,"N","0"
"3214072","3214","Petugas Survey Dan Pengukuran",\N,\N,\N,\N,"N","0"
"3214073","3214","Petugas Survey Kehutanan ",\N,\N,\N,\N,"N","0"
"3214074","3214","Petugas Survey LLASDP ",\N,\N,\N,\N,"N","0"
"3214075","3214","Petugas Survey Perkeretaapian ",\N,\N,\N,\N,"N","0"
"3214076","3214","Petugas Teknik Budidaya Perikanan",\N,\N,\N,\N,"N","0"
"3214077","3214","Petugas Layanan Teknologi Informasi dan Komunikasi ",\N,\N,\N,\N,"N","0"
"3214078","3214","Petugas Pengembangan Infrastruktur Teknologi Informasi dan Komunikasi ",\N,\N,\N,\N,"N","0"
"3214079","3214","Petugas Pengembangan Muatan Teknologi Informasi dan Komunikasi ",\N,\N,\N,\N,"N","0"
"3303001","3303","Caraka",\N,\N,\N,\N,"N","0"
"3304001","3304","Fasilitator Bantuan Hukum",\N,\N,\N,\N,"N","7"
"3304002","3304","Fasilitator Bina Usaha dan Budidaya Perikanan",\N,\N,\N,\N,"N","7"
"3304003","3304","Fasilitator Bina Usaha dan Budidaya Peternakan",\N,\N,\N,\N,"N","7"
"3304004","3304","Fasilitator Hubungan Antar Lembaga",\N,\N,\N,\N,"N","7"
"3304005","3304","Fasilitator Pelaksanaan Penanaman Modal",\N,\N,\N,\N,"N","7"
"3304006","3304","Fasilitator Pemberdayaan Masyarakat Pariwisata",\N,\N,\N,\N,"N","7"
"3304007","3304","Fasilitator Pemberdayaan Perempuan dan Keluarga Berencana",\N,\N,\N,\N,"N","7"
"3304008","3304","Fasilitator Pentas Seni Budaya",\N,\N,\N,\N,"N","7"
"3304009","3304","Fasilitator Perindustrian Dan Perdagangan ",\N,\N,\N,\N,"N","7"
"3304010","3304","Fasilitator Promosi",\N,\N,\N,\N,"N","7"
"3305001","3305","Fotografer",\N,\N,\N,\N,"N","0"
"3305002","3305","Juru Gambar",\N,\N,\N,\N,"N","3"
"3305003","3305","Juru Jalan ",\N,\N,\N,\N,"N","3"
"3305004","3305","Juru Pengairan",\N,\N,\N,\N,"N","3"
"3305005","3305","Juru Sita",\N,\N,\N,\N,"N","3"
"3306001","3306","Konselor",\N,\N,\N,\N,"N","0"
"3308001","3308","Pemandu Museum",\N,\N,\N,\N,"N","5"
"3308002","3308","Pemandu Objek Wisata Alam ",\N,\N,\N,\N,"N","5"
"3308003","3308","Pemandu Wisata",\N,\N,\N,\N,"N","5"
"3309001","3309","Pengemudi",\N,\N,\N,\N,"N","0"
"3309002","3309","Pengemudi Ambulance",\N,\N,\N,\N,"N","0"
"3310001","3310","Penyaji Bahan Informasi Pariwisata",\N,\N,\N,\N,"N","0"
"3310002","3310","Penyiap Bahan RUKD dan RUED ",\N,\N,\N,\N,"N","0"
"3310003","3310","Preparator",\N,\N,\N,\N,"N","0"
"3311001","3311","Pramu Asrama",\N,\N,\N,\N,"N","0"
"3311002","3311","Pramu Bakti ",\N,\N,\N,\N,"N","0"
"3311003","3311","Pramu Gudang",\N,\N,\N,\N,"N","0"
"3311004","3311","Pramu Pimpinan ",\N,\N,\N,\N,"N","0"
"3311005","3311","Pramu Sarana Wisata ",\N,\N,\N,\N,"N","0"
"3311006","3311","Pramusaji",\N,\N,\N,\N,"N","0"
"3315001","3315","Ajudan",\N,\N,\N,\N,"N","0"
"3401001","3401","Analis Akuntabilitas Kinerja",\N,\N,\N,\N,"N","0"
"3401002","3401","Analis Alat Penangkap Ikan dan Alat Bantu Penangkapan Ikan",\N,\N,\N,\N,"N","0"
"3401003","3401","Analis Alih teknologi Perikanan",\N,\N,\N,\N,"N","0"
"3401004","3401","Analis Angkutan Barang",\N,\N,\N,\N,"N","0"
"3401005","3401","Analis Aset Daerah",\N,\N,\N,\N,"N","0"
"3401006","3401","Analis Bahan Sengketa Hukum",\N,\N,\N,\N,"N","0"
"3401007","3401","Analis Bantuan Hukum",\N,\N,\N,\N,"N","0"
"3401008","3401","Analis Bencana Mitigas Struktur",\N,\N,\N,\N,"N","0"
"3401009","3401","Analis Bencana Mitigasi",\N,\N,\N,\N,"N","0"
"3401010","3401","Analis Berita",\N,\N,\N,\N,"N","0"
"3401011","3401","Analis Bidang Bangunan dan Landasan ",\N,\N,\N,\N,"N","0"
"3401012","3401","Analis Bidang Telekomunikasi dan Navigasi ",\N,\N,\N,\N,"N","0"
"3401013","3401","Analis Budidaya Perikanan",\N,\N,\N,\N,"N","0"
"3401014","3401","Analis Dampak Lalu Lintas",\N,\N,\N,\N,"N","0"
"3401015","3401","Analis Data Spasial Kehutanan ",\N,\N,\N,\N,"N","0"
"3401016","3401","Analis Dokumentasi Cagar Budaya dan Museum",\N,\N,\N,\N,"N","0"
"3401017","3401","Analis Formasi Jabatan",\N,\N,\N,\N,"N","0"
"3401018","3401","Analis Gangguan Keamanan Hutan ",\N,\N,\N,\N,"N","0"
"3401019","3401","Analis Geologi",\N,\N,\N,\N,"N","0"
"3401020","3401","Analis Gerakan Tanah",\N,\N,\N,\N,"N","0"
"3401021","3401","Analis Harga Pasar",\N,\N,\N,\N,"N","0"
"3401022","3401","Analis Hidrologi",\N,\N,\N,\N,"N","0"
"3401023","3401","Analis Hukum",\N,\N,\N,\N,"N","0"
"3401024","3401","Analis Hutan dan Lahan",\N,\N,\N,\N,"N","0"
"3401025","3401","Analis Index Kepuasan Masyarakat",\N,\N,\N,\N,"N","0"
"3401026","3401","Analis Instrumentasi dan Kontrol Kapal ",\N,\N,\N,\N,"N","0"
"3401027","3401","Analis Jabatan",\N,\N,\N,\N,"N","0"
"3401028","3401","Analis Jalan dan Jembatan",\N,\N,\N,\N,"N","0"
"3401029","3401","Analis Jarak Tempuh AKDP ",\N,\N,\N,\N,"N","0"
"3401030","3401","Analis Kebudayaan dan Pariwisata",\N,\N,\N,\N,"N","0"
"3401031","3401","Analis Kebutuhan Pasar Kerja SMK ",\N,\N,\N,\N,"N","0"
"3401032","3401","Analis Kebutuhan Pendidikan Pelatihan Ekspor",\N,\N,\N,\N,"N","0"
"3401033","3401","Analis Kelautan dan Perikanan",\N,\N,\N,\N,"N","0"
"3401034","3401","Analis Kelembagaan",\N,\N,\N,\N,"N","0"
"3401035","3401","Analis Kelembagaan Agama",\N,\N,\N,\N,"N","0"
"3401036","3401","Analis Keolahragaan",\N,\N,\N,\N,"N","0"
"3401037","3401","Analis Kepemudaan ",\N,\N,\N,\N,"N","0"
"3401038","3401","Analis Kepemudaan dan Keolahragaan",\N,\N,\N,\N,"N","0"
"3401039","3401","Analis Kependidikan",\N,\N,\N,\N,"N","0"
"3401040","3401","Analis Kependudukan",\N,\N,\N,\N,"N","0"
"3401041","3401","Analis Kependudukan dan Pencatatan Sipil",\N,\N,\N,\N,"N","0"
"3401042","3401","Analis Kerjasama Antar Lembaga",\N,\N,\N,\N,"N","0"
"3401043","3401","Analis Kerjasama Dalam Negeri",\N,\N,\N,\N,"N","0"
"3401044","3401","Analis Kerjasama Luar Negeri",\N,\N,\N,\N,"N","0"
"3401045","3401","Analis Kerukunan Beragama",\N,\N,\N,\N,"N","0"
"3401046","3401","Analis Kesatuan Bangsa dan Politik",\N,\N,\N,\N,"N","0"
"3401047","3401","Analis Kesehatan",\N,\N,\N,\N,"N","0"
"3401048","3401","Analis Kesehatan Ikan dan lingkungan",\N,\N,\N,\N,"N","0"
"3401049","3401","Analis Kesehatan Masyarakat",\N,\N,\N,\N,"N","0"
"3401050","3401","Analis Kesejahteraan Sosial",\N,\N,\N,\N,"N","0"
"3401051","3401","Analis Kesenian dan Budaya Daerah",\N,\N,\N,\N,"N","0"
"3401052","3401","Analis Kesyahbandaran",\N,\N,\N,\N,"N","0"
